,country,duration_seconds,english_cname,file_id,file_name,file_url,genus,latitude,license,location,longitude,recordist,recordist_url,sonogram_url,species,type,remarks,full_name
10,United States,8,Abert's Towhee,138142,XC138142.mp3,https://www.xeno-canto.org/138142/download,Melozone,36.0753,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Henderson Bird Viewing Preserve, Henderson, Nevada, United States",-115.0101,Paul Driver,https://www.xeno-canto.org/contributor/FSCGENVPXK,https://www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC138142-med.png,aberti,call,"XC138142 © Paul Driver // Henderson Bird Viewing Preserve, Henderson, Nevada (36.0753, -115.0101), United States // 500m // 08:30h, 2013-02-09 // call //  /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
11,United States,8,Abert's Towhee,217707,XC217707.mp3,https://www.xeno-canto.org/217707/download,Melozone,32.969,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Cattle Call Park, Brawley, Imperial County, California, United States",-115.5534,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217707-med.png,aberti,interaction call,"XC217707 © Paul Marvin // Cattle Call Park, Brawley, Imperial County, California (32.969, -115.5534), United States // -50m // 10:33h, 2012-03-14 // interaction call //  /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
12,United States,9,Abert's Towhee,228158,XC228158.mp3,https://www.xeno-canto.org/228158/download,Melozone,33.1188,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Salton Sea, CA, United States",-115.7945,Peter Boesman,https://www.xeno-canto.org/contributor/OOECIWCSWV,https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC228158-med.png,aberti,call,"XC228158 © Peter Boesman // Salton Sea, CA, United States // m // 10:45h, 2007-02-14 // call // ID certainty 100%. (Archiv. tape 500 side A track 64 seq. A)",Abert's Towhee (Melozone aberti)
13,United States,10,Abert's Towhee,228157,XC228157.mp3,https://www.xeno-canto.org/228157/download,Melozone,33.1188,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Salton Sea, CA, United States",-115.7945,Peter Boesman,https://www.xeno-canto.org/contributor/OOECIWCSWV,https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC228157-med.png,aberti,call,"XC228157 © Peter Boesman // Salton Sea, CA, United States // m // 10:45h, 2007-02-14 // call // ID certainty 100%. (Archiv. tape 500 side A track 63 seq. A)",Abert's Towhee (Melozone aberti)
14,United States,11,Abert's Towhee,217705,XC217705.mp3,https://www.xeno-canto.org/217705/download,Melozone,33.0754,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Ramer Lake, Calipatria, Imperial County, California, United States",-115.5103,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217705-med.png,aberti,call,"XC217705 © Paul Marvin // Ramer Lake, Calipatria, Imperial County, California (33.0754, -115.5103), United States // -50m // 12:47h, 2012-03-13 // call //  /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
15,United States,13,Abert's Towhee,110755,XC110755.mp3,https://www.xeno-canto.org/110755/download,Melozone,33.507,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Cibola Valley, Riverside County, California, United States",-114.656,Lauren Harter,https://www.xeno-canto.org/contributor/YQNGFTBRRT,https://www.xeno-canto.org/sounds/uploaded/YQNGFTBRRT/ffts/XC110755-med.png,aberti,Call,"XC110755 © Lauren Harter // Cibola Valley, Riverside County, California (33.507, -114.656), United States // 75m // 14:30h, 2012-09-06 // Call // For several minutes, this individual was giving a call I had never heard before.  Eventually it moved into the open and started giving typical calls (included at the end of this cut).",Abert's Towhee (Melozone aberti)
16,United States,17,Abert's Towhee,288439,XC288439.mp3,https://www.xeno-canto.org/288439/download,Melozone,34.8464,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pintail Slough, Havasu NWR, Mohave County, Arizona, United States",-114.5233,David Vander Pluym,https://www.xeno-canto.org/contributor/IBYEFBUOWZ,https://www.xeno-canto.org/sounds/uploaded/IBYEFBUOWZ/ffts/XC288439-med.png,aberti,"call, squeal duet","XC288439 © David Vander Pluym // Pintail Slough, Havasu NWR, Mohave County, Arizona (34.8464, -114.5233), United States // 140m // 08:05h, 2014-07-29 // call, squeal duet // High pass filter ran and amplified. Along a marshy canal with cottonwoods and mesquite planted on the edges otherwise surrounded by ag fields. Same individual as XC288434, while the Bell's Vireo in the background is the same as XC288432. /  / bird-seen:yes /  / playback-used:no // also:  Bell's Vireo",Abert's Towhee (Melozone aberti)
17,United States,19,Abert's Towhee,452092,XC452092.mp3,https://www.xeno-canto.org/452092/download,Melozone,32.9694,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Cattle Call Park, Brawley,  Imperial County, California, United States",-115.5552,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC452092-med.png,aberti,call,"XC452092 Â© Paul Marvin // Cattle Call Park, Brawley,  Imperial County, California (32.9694, -115.5552), United States // -50m // 06:57h, 2018-01-30 // call // flight at the end /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
18,United States,21,Abert's Towhee,408554,XC408554.mp3,https://www.xeno-canto.org/408554/download,Melozone,33.5711,http://creativecommons.org/licenses/by-nc-nd/4.0/,"66th Ave/Tyler Street, Thermal, Riverside County, California, United States",-116.1696,Frank Lambert,https://www.xeno-canto.org/contributor/YTUXOCTUEM,https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC408554-med.png,aberti,call,"XC408554 Â© Frank Lambert // 66th Ave/Tyler Street, Thermal, Riverside County, California (33.5711, -116.1696), United States // -40m // 07:40h, 2015-05-13 // call //  /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti dumeticola)
19,United States,21,Abert's Towhee,408552,XC408552.mp3,https://www.xeno-canto.org/408552/download,Melozone,33.5711,http://creativecommons.org/licenses/by-nc-nd/4.0/,"66th Ave/Tyler Street, Thermal, Riverside County, California, United States",-116.1696,Frank Lambert,https://www.xeno-canto.org/contributor/YTUXOCTUEM,https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC408552-med.png,aberti,call,"XC408552 Â© Frank Lambert // 66th Ave/Tyler Street, Thermal, Riverside County, California (33.5711, -116.1696), United States // -40m // 06:47h, 2015-05-13 // call //  /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti dumeticola)
20,United States,21,Abert's Towhee,452519,XC452519.mp3,https://www.xeno-canto.org/452519/download,Melozone,36.1012,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Wetlands Park,Las Vegas, Clark, Nevada, United States",-115.0251,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC452519-med.png,aberti,"call, flight call","XC452519 Â© Paul Marvin // Wetlands Park,Las Vegas, Clark, Nevada (36.1012, -115.0251), United States // 500m // 13:04h, 2018-01-16 // call, flight call // flight at first /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
21,United States,21,Abert's Towhee,129399,XC129399.mp3,https://www.xeno-canto.org/129399/download,Melozone,33.6876,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Blythe, Riverside, California, United States",-114.5339,Tim Schreckengost,https://www.xeno-canto.org/contributor/IKBPLXBIZZ,https://www.xeno-canto.org/sounds/uploaded/IKBPLXBIZZ/ffts/XC129399-med.png,aberti,song,"XC129399 © Tim Schreckengost // Blythe, Riverside, California (33.6876, -114.5339), United States // 90m // 05:52h, 2013-04-13 // song //  /  / bird-seen:no /  / playback-used:no // also:  Mourning Dove",Abert's Towhee (Melozone aberti)
22,United States,22,Abert's Towhee,17802,XC17802.mp3,https://www.xeno-canto.org/17802/download,Melozone,36.0753,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Henderson Bird Viewing Preserve, Henderson, Nevada, United States",-115.0101,Nathan Pieplow,https://www.xeno-canto.org/contributor/EKKJJJRDJY,https://www.xeno-canto.org/sounds/uploaded/EKKJJJRDJY/ffts/XC17802-med.png,aberti,call,"XC17802 © Nathan Pieplow // Henderson Bird Viewing Preserve, Henderson, Nevada (36.0753, -115.0101), United States // 600m // 10:00h, 2007-09-30 // call",Abert's Towhee (Melozone aberti)
23,United States,24,Abert's Towhee,475183,XC475183.mp3,https://www.xeno-canto.org/475183/download,Melozone,36.7152,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Warm Springs Natural Area, Clark County, Nevada, United States",-114.7146,Bobby Wilcox,https://www.xeno-canto.org/contributor/YHKQPPJDVP,https://www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC475183-med.png,aberti,"call, female, juvenile, male, squeal duet","XC475183 Â© Bobby Wilcox // Warm Springs Natural Area, Clark County, Nevada (36.7152, -114.7146), United States // 550m // 09:00h, 2019-04-28 // call, female, juvenile, male, squeal duet // about 30ft away in a mixed quail bush and mesquite. /  / bird-seen:yes /  / playback-used:no",Abert's Towhee (Melozone aberti)
24,United States,30,Abert's Towhee,111830,XC111830.mp3,https://www.xeno-canto.org/111830/download,Melozone,32.743,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Quigley Wildlife Management Area, Yuma County, Arizona, United States",-113.955,Richard E Webster,https://www.xeno-canto.org/contributor/KZYUWIRZVH,https://www.xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC111830-med.png,aberti,call,"XC111830 © Richard E Webster // Quigley Wildlife Management Area, Yuma County, Arizona (32.743, -113.955), United States // 100m // 06:49h, 2010-09-27 // call // 2nd cut of this individual // also:  Abert's Towhee, Verdin",Abert's Towhee (Melozone aberti aberti)
25,United States,34,Abert's Towhee,217703,XC217703.mp3,https://www.xeno-canto.org/217703/download,Melozone,32.969,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Cattle Call Park, Brawley, Imperial County, California, United States",-115.5534,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217703-med.png,aberti,call,"XC217703 © Paul Marvin // Cattle Call Park, Brawley, Imperial County, California (32.969, -115.5534), United States // -50m // 10:33h, 2012-03-14 // call //  /  / bird-seen:yes /  / playback-used:no // also:  Verdin, Great-tailed Grackle",Abert's Towhee (Melozone aberti)
26,United States,34,Abert's Towhee,240260,XC240260.mp3,https://www.xeno-canto.org/240260/download,Melozone,34.8557,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Mohave Valley, Mohave County, Arizona, United States",-114.5482,Jarrod Swackhamer,https://www.xeno-canto.org/contributor/WUKEUEONAI,https://www.xeno-canto.org/sounds/uploaded/WUKEUEONAI/ffts/XC240260-med.png,aberti,song,"XC240260 © Jarrod Swackhamer // Mohave Valley, Mohave County, Arizona (34.8557, -114.5482), United States // 140m // 07:00h, 2015-05-06 // song // also:  Crissal Thrasher",Abert's Towhee (Melozone aberti)
27,United States,38,Abert's Towhee,289247,XC289247.mp3,https://www.xeno-canto.org/289247/download,Melozone,34.1477,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Parker Oasis, Parker, La Paz County, Arizona, United States",-114.3077,Eric Hough,https://www.xeno-canto.org/contributor/BCFUZDOSJZ,https://www.xeno-canto.org/sounds/uploaded/BCFUZDOSJZ/ffts/XC289247-med.png,aberti,call,"XC289247 © Eric Hough // Parker Oasis, Parker, La Paz County, Arizona (34.1477, -114.3077), United States // 110m // 07:00h, 2014-12-11 // call // Amplification, low and high pass filters used in Audacity. Grey Catbird recording XC289245 clipped from this track. /  / bird-seen:yes /  / playback-used:no // also:  Grey Catbird, House Wren, Audubon's Warbler",Abert's Towhee (Melozone aberti)
28,United States,60,Abert's Towhee,452564,XC452564.mp3,https://www.xeno-canto.org/452564/download,Melozone,33.0624,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Finney Lake, Calipatria, Imperial County, California, United States",-115.4991,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC452564-med.png,aberti,call,"XC452564 Â© Paul Marvin // Finney Lake, Calipatria, Imperial County, California (33.0624, -115.4991), United States // -50m // 07:55h, 2018-02-01 // call //  /  / bird-seen:yes /  / playback-used:no // also:  Song Sparrow",Abert's Towhee (Melozone aberti)
29,United States,77,Abert's Towhee,176539,XC176539.mp3,https://www.xeno-canto.org/176539/download,Melozone,34.285,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Bill Williams River NWR, Arizona, United States",-114.069,Lauren Harter,https://www.xeno-canto.org/contributor/YQNGFTBRRT,https://www.xeno-canto.org/sounds/uploaded/YQNGFTBRRT/ffts/XC176539-med.png,aberti,begging call,"XC176539 © Lauren Harter // Bill Williams River NWR, Arizona (34.285, -114.069), United States // 150m // 6:05h, 2014-04-28 // begging call // High-pitched begging calls are from an unseen fledgling Abert's Towhee with adult. Adult's foraging actions, kicking in the leaf litter, are heard throughout. /  / bird-seen:no /  / playback-used:no // also:  Yellow-breasted Chat, Bewick's Wren, Mourning Dove, White-winged Dove, Common Yellowthroat, Song Sparrow",Abert's Towhee (Melozone aberti dumeticola)
30,United States,6,Acorn Woodpecker,217729,XC217729.mp3,https://www.xeno-canto.org/217729/download,Melanerpes,32.9063,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California, United States",-116.4733,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217729-med.png,formicivorus,call,"XC217729 © Paul Marvin // Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California (32.9063, -116.4733), United States // 1600m // 12:10h, 2012-03-15 // call //  /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
31,United States,7,Acorn Woodpecker,217736,XC217736.mp3,https://www.xeno-canto.org/217736/download,Melanerpes,32.9063,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California, United States",-116.4733,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217736-med.png,formicivorus,call,"XC217736 © Paul Marvin // Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California (32.9063, -116.4733), United States // 1600m // 09:21h, 2012-11-28 // call //  /  / bird-seen:yes /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
32,United States,7,Acorn Woodpecker,206686,XC206686.mp3,https://www.xeno-canto.org/206686/download,Melanerpes,36.4916,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pinnacles National Park, San Benito County, California, United States",-121.147,Eric Cannizzaro,https://www.xeno-canto.org/contributor/KGSLEZPQLJ,https://www.xeno-canto.org/sounds/uploaded/KGSLEZPQLJ/ffts/XC206686-med.png,formicivorus,call,"XC206686 © Eric Cannizzaro // Pinnacles National Park, San Benito County, California (36.4916, -121.147), United States // 320m // 14:00h, 2014-11-27 // call // Single bird, in dead branches at the top of a Cottonwood. /  / bird-seen:yes /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
33,United States,8,Acorn Woodpecker,125254,XC125254.mp3,https://www.xeno-canto.org/125254/download,Melanerpes,35.5356,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Templeton, San Luis Obispo, California, United States",-120.7241,Thomas G. Graves,https://www.xeno-canto.org/contributor/KGOCOOKTTU,https://www.xeno-canto.org/sounds/uploaded/KGOCOOKTTU/ffts/XC125254-med.png,formicivorus,call,"XC125254 © Thomas G. Graves // Templeton, San Luis Obispo, California (35.5356, -120.7241), United States // 260m // ?h, 2007-03-18 // call //  /  / bird-seen:yes",Acorn Woodpecker (Melanerpes formicivorus)
34,United States,8,Acorn Woodpecker,217727,XC217727.mp3,https://www.xeno-canto.org/217727/download,Melanerpes,32.9063,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California, United States",-116.4733,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217727-med.png,formicivorus,call,"XC217727 © Paul Marvin // Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California (32.9063, -116.4733), United States // 1600m // 12:05h, 2012-03-15 // call // wicka calls /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
35,United States,8,Acorn Woodpecker,217712,XC217712.mp3,https://www.xeno-canto.org/217712/download,Melanerpes,32.982,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Cuyamaca Rancho State Park, San Diego County, California, United States",-116.574,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217712-med.png,formicivorus,call,"XC217712 © Paul Marvin // Cuyamaca Rancho State Park, San Diego County, California (32.982, -116.574), United States // 1400m // 15:40h, 2012-03-15 // call //  /  / playback-used:no // also:  Pinyon Jay, Violet-green Swallow",Acorn Woodpecker (Melanerpes formicivorus)
36,United States,8,Acorn Woodpecker,217734,XC217734.mp3,https://www.xeno-canto.org/217734/download,Melanerpes,32.9063,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California, United States",-116.4733,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217734-med.png,formicivorus,"call, tapping","XC217734 © Paul Marvin // Pine Creek Rd off Sunrise Hwy, Cleveland National Forest. San Diego Co, California (32.9063, -116.4733), United States // 1600m // 08:42h, 2012-11-28 // call, tapping //  /  / bird-seen:yes /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
37,United States,9,Acorn Woodpecker,448826,XC448826.mp3,https://www.xeno-canto.org/448826/download,Melanerpes,32.8814,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California, United States",-116.4632,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC448826-med.png,formicivorus,call,"XC448826 Â© Paul Marvin // Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California (32.8814, -116.4632), United States // 1600m // 07:44h, 2018-10-26 // call //  /  / bird-seen:yes /  / playback-used:no // also:  Dark-eyed Junco",Acorn Woodpecker (Melanerpes formicivorus)
38,United States,10,Acorn Woodpecker,451184,XC451184.mp3,https://www.xeno-canto.org/451184/download,Melanerpes,32.8814,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California, United States",-116.4632,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451184-med.png,formicivorus,call,"XC451184 Â© Paul Marvin // Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California (32.8814, -116.4632), United States // 1600m // 10:40h, 2018-11-07 // call //  /  / bird-seen:yes /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
39,United States,10,Acorn Woodpecker,451186,XC451186.mp3,https://www.xeno-canto.org/451186/download,Melanerpes,32.8814,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California, United States",-116.4632,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451186-med.png,formicivorus,call,"XC451186 Â© Paul Marvin // Big Laguna Lake, Cleveland National Forest (near  Mount Laguna), San Diego County, California (32.8814, -116.4632), United States // 1600m // 10:43h, 2018-11-07 // call // dozen, interaction /  / bird-seen:yes /  / playback-used:no",Acorn Woodpecker (Melanerpes formicivorus)
